n_walkers,n_volume,mu,lmax,D,TargetShape,DiskDiameter,n_targets,fixed_target_dist,detection_time,probability
1,134217728,3.0,256,10.70,Ball_no_boundary,100,1,0.0,8518413.13,1.00
1,134217728,3.0,256,200.00,Line,200,1,0.0,3493128.81,1.00
1,134217728,3.0,256,13.43,Ball_no_boundary,200,1,0.0,292210.91,1.00
1,134217728,3.0,256,250.00,Line,250,1,0.0,606611.20,1.00
1,134217728,3.0,256,14.46,Ball_no_boundary,250,1,0.0,16889435.89,1.00
1,134217728,3.0,256,300.00,Line,300,1,0.0,992819.70,1.00
1,134217728,3.0,256,15.36,Ball_no_boundary,300,1,0.0,2456106.30,1.00
1,134217728,3.0,256,350.00,Line,350,1,0.0,1905359.54,1.00
1,134217728,3.0,256,16.16,Ball_no_boundary,350,1,0.0,8725919.58,1.00
1,134217728,3.0,256,400.00,Line,400,1,0.0,400632.15,1.00
1,134217728,3.0,256,16.90,Ball_no_boundary,400,1,0.0,940678.27,1.00
1,134217728,3.0,256,450.00,Line,450,1,0.0,336681.11,1.00
1,134217728,3.0,256,17.57,Ball_no_boundary,450,1,0.0,1852719.22,1.00
1,134217728,3.0,256,500.00,Line,500,1,0.0,891959.91,1.00
1,134217728,3.0,256,18.20,Ball_no_boundary,500,1,0.0,1685584.74,1.00
1,134217728,1.0,256,10.00,Line,10,1,0.0,519102070.86,1.00
1,134217728,1.0,256,5.24,Ball_no_boundary,10,1,0.0,85039171.89,1.00
1,134217728,1.0,256,25.00,Line,25,1,0.0,12580299.58,1.00
1,134217728,1.0,256,6.87,Ball_no_boundary,25,1,0.0,31223652.42,1.00
1,134217728,1.0,256,50.00,Line,50,1,0.0,14387644.77,1.00
1,134217728,1.0,256,8.55,Ball_no_boundary,50,1,0.0,86308492.91,1.00
1,134217728,1.0,256,100.00,Line,100,1,0.0,16451751.14,1.00
1,134217728,1.0,256,10.70,Ball_no_boundary,100,1,0.0,14477077.31,1.00
1,134217728,1.0,256,200.00,Line,200,1,0.0,8483991.05,1.00
1,134217728,1.0,256,13.43,Ball_no_boundary,200,1,0.0,9431802.68,1.00
1,134217728,1.0,256,250.00,Line,250,1,0.0,7138917.94,1.00
1,134217728,1.0,256,14.46,Ball_no_boundary,250,1,0.0,6156039.79,1.00
1,134217728,1.0,256,300.00,Line,300,1,0.0,4653829.81,1.00
1,134217728,1.0,256,15.36,Ball_no_boundary,300,1,0.0,7018772.60,1.00
1,134217728,1.0,256,350.00,Line,350,1,0.0,597397.23,1.00
1,134217728,1.0,256,16.16,Ball_no_boundary,350,1,0.0,121280.45,1.00
1,134217728,1.0,256,400.00,Line,400,1,0.0,7195008.30,1.00
1,134217728,1.0,256,16.90,Ball_no_boundary,400,1,0.0,12574078.96,1.00
1,134217728,1.0,256,450.00,Line,450,1,0.0,2443954.06,1.00
1,134217728,1.0,256,17.57,Ball_no_boundary,450,1,0.0,2268107.52,1.00
1,134217728,1.0,256,500.00,Line,500,1,0.0,3822648.38,1.00
1,134217728,1.0,256,18.20,Ball_no_boundary,500,1,0.0,1457329.61,1.00
1,134217728,1.2,256,10.00,Line,10,1,0.0,203413942.16,1.00
1,134217728,1.2,256,5.24,Ball_no_boundary,10,1,0.0,13704709.21,1.00
1,134217728,1.2,256,25.00,Line,25,1,0.0,125128377.14,1.00
1,134217728,1.2,256,6.87,Ball_no_boundary,25,1,0.0,49594871.07,1.00
1,134217728,1.2,256,50.00,Line,50,1,0.0,14639674.51,1.00
1,134217728,1.2,256,8.55,Ball_no_boundary,50,1,0.0,10857414.70,1.00
1,134217728,1.2,256,100.00,Line,100,1,0.0,1687593.20,1.00
1,134217728,1.2,256,10.70,Ball_no_boundary,100,1,0.0,6055375.99,1.00
1,134217728,1.2,256,200.00,Line,200,1,0.0,9545120.89,1.00
1,134217728,1.2,256,13.43,Ball_no_boundary,200,1,0.0,12531009.64,1.00
1,134217728,1.2,256,250.00,Line,250,1,0.0,487001.95,1.00
1,134217728,1.2,256,14.46,Ball_no_boundary,250,1,0.0,12836787.46,1.00
1,134217728,1.2,256,300.00,Line,300,1,0.0,2076604.99,1.00
1,134217728,1.2,256,15.36,Ball_no_boundary,300,1,0.0,5590231.59,1.00
1,134217728,1.2,256,350.00,Line,350,1,0.0,1429486.81,1.00
1,134217728,1.2,256,16.16,Ball_no_boundary,350,1,0.0,8443387.68,1.00
1,134217728,1.2,256,400.00,Line,400,1,0.0,2392092.96,1.00
1,134217728,1.2,256,16.90,Ball_no_boundary,400,1,0.0,245550.41,1.00
1,134217728,1.2,256,450.00,Line,450,1,0.0,11577843.92,1.00
1,134217728,1.2,256,17.57,Ball_no_boundary,450,1,0.0,1332800.46,1.00
1,134217728,1.2,256,500.00,Line,500,1,0.0,890303.27,1.00
1,134217728,1.2,256,18.20,Ball_no_boundary,500,1,0.0,474067.17,1.00
1,134217728,1.4,256,10.00,Line,10,1,0.0,118883926.59,1.00
1,134217728,1.4,256,5.24,Ball_no_boundary,10,1,0.0,28767361.24,1.00
1,134217728,1.4,256,25.00,Line,25,1,0.0,24220037.74,1.00
1,134217728,1.4,256,6.87,Ball_no_boundary,25,1,0.0,63502788.98,1.00
1,134217728,1.4,256,50.00,Line,50,1,0.0,4382930.26,1.00
1,134217728,1.4,256,8.55,Ball_no_boundary,50,1,0.0,2503247.94,1.00
1,134217728,1.4,256,100.00,Line,100,1,0.0,1682242.43,1.00
1,134217728,1.4,256,10.70,Ball_no_boundary,100,1,0.0,451962.74,1.00
1,134217728,1.4,256,200.00,Line,200,1,0.0,976558.28,1.00
1,134217728,1.4,256,13.43,Ball_no_boundary,200,1,0.0,9586083.45,1.00
1,134217728,1.4,256,250.00,Line,250,1,0.0,270722.75,1.00
1,134217728,1.4,256,14.46,Ball_no_boundary,250,1,0.0,1003943.76,1.00
1,134217728,1.4,256,300.00,Line,300,1,0.0,308516.49,1.00
1,134217728,1.4,256,15.36,Ball_no_boundary,300,1,0.0,5737610.63,1.00
1,134217728,1.4,256,350.00,Line,350,1,0.0,575869.51,1.00
1,134217728,1.4,256,16.16,Ball_no_boundary,350,1,0.0,22658.43,1.00
1,134217728,1.4,256,400.00,Line,400,1,0.0,1074494.99,1.00
1,134217728,1.4,256,16.90,Ball_no_boundary,400,1,0.0,1203126.61,1.00
1,134217728,1.4,256,450.00,Line,450,1,0.0,9655904.64,1.00
1,134217728,1.4,256,17.57,Ball_no_boundary,450,1,0.0,6723722.09,1.00
1,134217728,1.4,256,500.00,Line,500,1,0.0,959023.54,1.00
1,134217728,1.4,256,18.20,Ball_no_boundary,500,1,0.0,1974204.39,1.00
1,134217728,1.6,256,10.00,Line,10,1,0.0,70634864.08,1.00
1,134217728,1.6,256,5.24,Ball_no_boundary,10,1,0.0,114289626.43,1.00
1,134217728,1.6,256,25.00,Line,25,1,0.0,273232.77,1.00
1,134217728,1.6,256,6.87,Ball_no_boundary,25,1,0.0,19844454.32,1.00
1,134217728,1.6,256,50.00,Line,50,1,0.0,31690123.92,1.00
1,134217728,1.6,256,8.55,Ball_no_boundary,50,1,0.0,8532040.50,1.00
1,134217728,1.6,256,100.00,Line,100,1,0.0,3181167.57,1.00
1,134217728,1.6,256,10.70,Ball_no_boundary,100,1,0.0,336380.00,1.00
1,134217728,1.6,256,200.00,Line,200,1,0.0,2462920.57,1.00
1,134217728,1.6,256,13.43,Ball_no_boundary,200,1,0.0,393683.93,1.00
1,134217728,1.6,256,250.00,Line,250,1,0.0,297742.65,1.00
1,134217728,1.6,256,14.46,Ball_no_boundary,250,1,0.0,6004980.06,1.00
1,134217728,1.6,256,300.00,Line,300,1,0.0,3562941.80,1.00
1,134217728,1.6,256,15.36,Ball_no_boundary,300,1,0.0,3969753.08,1.00
1,134217728,1.6,256,350.00,Line,350,1,0.0,332955.66,1.00
1,134217728,1.6,256,16.16,Ball_no_boundary,350,1,0.0,367667.08,1.00
1,134217728,1.6,256,400.00,Line,400,1,0.0,811015.89,1.00
1,134217728,1.6,256,16.90,Ball_no_boundary,400,1,0.0,467837.56,1.00
1,134217728,1.6,256,450.00,Line,450,1,0.0,1386193.51,1.00
1,134217728,1.6,256,17.57,Ball_no_boundary,450,1,0.0,906568.39,1.00
1,134217728,1.6,256,500.00,Line,500,1,0.0,227411.84,1.00
1,134217728,1.6,256,18.20,Ball_no_boundary,500,1,0.0,3365477.14,1.00
1,134217728,1.8,256,10.00,Line,10,1,0.0,5376569.76,1.00
1,134217728,1.8,256,5.24,Ball_no_boundary,10,1,0.0,4766836.12,1.00
1,134217728,1.8,256,25.00,Line,25,1,0.0,14834911.81,1.00
1,134217728,1.8,256,6.87,Ball_no_boundary,25,1,0.0,9344267.20,1.00
1,134217728,1.8,256,50.00,Line,50,1,0.0,2002717.58,1.00
1,134217728,1.8,256,8.55,Ball_no_boundary,50,1,0.0,8200234.01,1.00
1,134217728,1.8,256,100.00,Line,100,1,0.0,2620701.40,1.00
1,134217728,1.8,256,10.70,Ball_no_boundary,100,1,0.0,1621214.13,1.00
1,134217728,1.8,256,200.00,Line,200,1,0.0,561807.84,1.00
1,134217728,1.8,256,13.43,Ball_no_boundary,200,1,0.0,6181749.17,1.00
1,134217728,1.8,256,250.00,Line,250,1,0.0,793026.99,1.00
1,134217728,1.8,256,14.46,Ball_no_boundary,250,1,0.0,1636591.78,1.00
1,134217728,1.8,256,300.00,Line,300,1,0.0,249651.31,1.00
1,134217728,1.8,256,15.36,Ball_no_boundary,300,1,0.0,589651.19,1.00
1,134217728,1.8,256,350.00,Line,350,1,0.0,236757.95,1.00
1,134217728,1.8,256,16.16,Ball_no_boundary,350,1,0.0,700508.23,1.00
1,134217728,1.8,256,400.00,Line,400,1,0.0,2572333.04,1.00
1,134217728,1.8,256,16.90,Ball_no_boundary,400,1,0.0,2383885.30,1.00
1,134217728,1.8,256,450.00,Line,450,1,0.0,531060.47,1.00
1,134217728,1.8,256,17.57,Ball_no_boundary,450,1,0.0,104968.76,1.00
1,134217728,1.8,256,500.00,Line,500,1,0.0,2814062.98,1.00
1,134217728,1.8,256,18.20,Ball_no_boundary,500,1,0.0,118019.25,1.00
1,134217728,2.0,256,10.00,Line,10,1,0.0,5944074.78,1.00
1,134217728,2.0,256,5.24,Ball_no_boundary,10,1,0.0,3038912.90,1.00
1,134217728,2.0,256,25.00,Line,25,1,0.0,43537870.82,1.00
1,134217728,2.0,256,6.87,Ball_no_boundary,25,1,0.0,2879742.87,1.00
1,134217728,2.0,256,50.00,Line,50,1,0.0,870262.28,1.00
1,134217728,2.0,256,8.55,Ball_no_boundary,50,1,0.0,382772.25,1.00
1,134217728,2.0,256,100.00,Line,100,1,0.0,10373332.40,1.00
1,134217728,2.0,256,10.70,Ball_no_boundary,100,1,0.0,3789875.46,1.00
1,134217728,2.0,256,200.00,Line,200,1,0.0,2184032.42,1.00
1,134217728,2.0,256,13.43,Ball_no_boundary,200,1,0.0,287847.14,1.00
1,134217728,2.0,256,250.00,Line,250,1,0.0,1846369.62,1.00
1,134217728,2.0,256,14.46,Ball_no_boundary,250,1,0.0,11756720.08,1.00
1,134217728,2.0,256,300.00,Line,300,1,0.0,866529.31,1.00
1,134217728,2.0,256,15.36,Ball_no_boundary,300,1,0.0,3490769.39,1.00
1,134217728,2.0,256,350.00,Line,350,1,0.0,3860302.53,1.00
1,134217728,2.0,256,16.16,Ball_no_boundary,350,1,0.0,7045920.32,1.00
1,134217728,2.0,256,400.00,Line,400,1,0.0,1906469.34,1.00
1,134217728,2.0,256,16.90,Ball_no_boundary,400,1,0.0,3407820.04,1.00
1,134217728,2.0,256,450.00,Line,450,1,0.0,592187.83,1.00
1,134217728,2.0,256,17.57,Ball_no_boundary,450,1,0.0,347425.83,1.00
1,134217728,2.0,256,500.00,Line,500,1,0.0,59526.19,1.00
1,134217728,2.0,256,18.20,Ball_no_boundary,500,1,0.0,1702063.45,1.00
1,134217728,2.2,256,10.00,Line,10,1,0.0,20966282.76,1.00
1,134217728,2.2,256,5.24,Ball_no_boundary,10,1,0.0,280343.92,1.00
1,134217728,2.2,256,25.00,Line,25,1,0.0,1033601.86,1.00
1,134217728,2.2,256,6.87,Ball_no_boundary,25,1,0.0,6861481.43,1.00
1,134217728,2.2,256,50.00,Line,50,1,0.0,8093883.93,1.00
1,134217728,2.2,256,8.55,Ball_no_boundary,50,1,0.0,13631413.24,1.00
1,134217728,2.2,256,100.00,Line,100,1,0.0,3912478.60,1.00
1,134217728,2.2,256,10.70,Ball_no_boundary,100,1,0.0,10867376.91,1.00
1,134217728,2.2,256,200.00,Line,200,1,0.0,806142.33,1.00
1,134217728,2.2,256,13.43,Ball_no_boundary,200,1,0.0,540146.11,1.00
1,134217728,2.2,256,250.00,Line,250,1,0.0,766017.85,1.00
1,134217728,2.2,256,14.46,Ball_no_boundary,250,1,0.0,413022.49,1.00
1,134217728,2.2,256,300.00,Line,300,1,0.0,1341415.67,1.00
1,134217728,2.2,256,15.36,Ball_no_boundary,300,1,0.0,4054959.38,1.00
1,134217728,2.2,256,350.00,Line,350,1,0.0,1074475.37,1.00
1,134217728,2.2,256,16.16,Ball_no_boundary,350,1,0.0,3484.04,1.00
1,134217728,2.2,256,400.00,Line,400,1,0.0,3053.25,1.00
1,134217728,2.2,256,16.90,Ball_no_boundary,400,1,0.0,832015.79,1.00
1,134217728,2.2,256,450.00,Line,450,1,0.0,1451511.27,1.00
1,134217728,2.2,256,17.57,Ball_no_boundary,450,1,0.0,1478093.94,1.00
1,134217728,2.2,256,500.00,Line,500,1,0.0,942921.08,1.00
1,134217728,2.2,256,18.20,Ball_no_boundary,500,1,0.0,2800172.40,1.00
1,134217728,2.4,256,10.00,Line,10,1,0.0,11397264.32,1.00
1,134217728,2.4,256,5.24,Ball_no_boundary,10,1,0.0,37926991.68,1.00
1,134217728,2.4,256,25.00,Line,25,1,0.0,2482146.43,1.00
1,134217728,2.4,256,6.87,Ball_no_boundary,25,1,0.0,10285862.10,1.00
1,134217728,2.4,256,50.00,Line,50,1,0.0,18764351.13,1.00
1,134217728,2.4,256,8.55,Ball_no_boundary,50,1,0.0,3212955.47,1.00
1,134217728,2.4,256,100.00,Line,100,1,0.0,35271.06,1.00
1,134217728,2.4,256,10.70,Ball_no_boundary,100,1,0.0,1067476.01,1.00
1,134217728,2.4,256,200.00,Line,200,1,0.0,284160.39,1.00
1,134217728,2.4,256,13.43,Ball_no_boundary,200,1,0.0,874094.21,1.00
1,134217728,2.4,256,250.00,Line,250,1,0.0,452084.28,1.00
1,134217728,2.4,256,14.46,Ball_no_boundary,250,1,0.0,617330.16,1.00
1,134217728,2.4,256,300.00,Line,300,1,0.0,1040825.11,1.00
1,134217728,2.4,256,15.36,Ball_no_boundary,300,1,0.0,78832.94,1.00
1,134217728,2.4,256,350.00,Line,350,1,0.0,388065.10,1.00
1,134217728,2.4,256,16.16,Ball_no_boundary,350,1,0.0,341626.52,1.00
1,134217728,2.4,256,400.00,Line,400,1,0.0,1927504.98,1.00
1,134217728,2.4,256,16.90,Ball_no_boundary,400,1,0.0,1926886.09,1.00
1,134217728,2.4,256,450.00,Line,450,1,0.0,751055.68,1.00
1,134217728,2.4,256,17.57,Ball_no_boundary,450,1,0.0,1089231.46,1.00
1,134217728,2.4,256,500.00,Line,500,1,0.0,227195.34,1.00
1,134217728,2.4,256,18.20,Ball_no_boundary,500,1,0.0,4397118.85,1.00
1,134217728,2.6,256,10.00,Line,10,1,0.0,3377300.80,1.00
1,134217728,2.6,256,5.24,Ball_no_boundary,10,1,0.0,1006250.18,1.00
1,134217728,2.6,256,25.00,Line,25,1,0.0,3426152.23,1.00
1,134217728,2.6,256,6.87,Ball_no_boundary,25,1,0.0,8030936.69,1.00
1,134217728,2.6,256,50.00,Line,50,1,0.0,505821.12,1.00
1,134217728,2.6,256,8.55,Ball_no_boundary,50,1,0.0,4445702.26,1.00
1,134217728,2.6,256,100.00,Line,100,1,0.0,71332.87,1.00
1,134217728,2.6,256,10.70,Ball_no_boundary,100,1,0.0,16507559.50,1.00
1,134217728,2.6,256,200.00,Line,200,1,0.0,1106934.41,1.00
1,134217728,2.6,256,13.43,Ball_no_boundary,200,1,0.0,3991247.50,1.00
1,134217728,2.6,256,250.00,Line,250,1,0.0,3237712.27,1.00
1,134217728,2.6,256,14.46,Ball_no_boundary,250,1,0.0,9666188.58,1.00
1,134217728,2.6,256,300.00,Line,300,1,0.0,528575.11,1.00
1,134217728,2.6,256,15.36,Ball_no_boundary,300,1,0.0,970495.75,1.00
1,134217728,2.6,256,350.00,Line,350,1,0.0,952819.06,1.00
1,134217728,2.6,256,16.16,Ball_no_boundary,350,1,0.0,213190.80,1.00
1,134217728,2.6,256,400.00,Line,400,1,0.0,688980.41,1.00
1,134217728,2.6,256,16.90,Ball_no_boundary,400,1,0.0,252289.03,1.00
1,134217728,2.6,256,450.00,Line,450,1,0.0,113282.70,1.00
1,134217728,2.6,256,17.57,Ball_no_boundary,450,1,0.0,1796758.37,1.00
1,134217728,2.6,256,500.00,Line,500,1,0.0,200140.17,1.00
1,134217728,2.6,256,18.20,Ball_no_boundary,500,1,0.0,6440940.28,1.00
1,134217728,2.8,256,10.00,Line,10,1,0.0,11169312.10,1.00
1,134217728,2.8,256,5.24,Ball_no_boundary,10,1,0.0,10626336.48,1.00
1,134217728,2.8,256,25.00,Line,25,1,0.0,38148640.45,1.00
1,134217728,2.8,256,6.87,Ball_no_boundary,25,1,0.0,16002526.63,1.00
1,134217728,2.8,256,50.00,Line,50,1,0.0,4797063.93,1.00
1,134217728,2.8,256,8.55,Ball_no_boundary,50,1,0.0,9446336.91,1.00
1,134217728,2.8,256,100.00,Line,100,1,0.0,1597547.82,1.00
1,134217728,2.8,256,10.70,Ball_no_boundary,100,1,0.0,4295430.04,1.00
1,134217728,2.8,256,200.00,Line,200,1,0.0,1326627.52,1.00
1,134217728,2.8,256,13.43,Ball_no_boundary,200,1,0.0,6636024.78,1.00
1,134217728,2.8,256,250.00,Line,250,1,0.0,953143.41,1.00
1,134217728,2.8,256,14.46,Ball_no_boundary,250,1,0.0,1304323.00,1.00
1,134217728,2.8,256,300.00,Line,300,1,0.0,2807539.47,1.00
1,134217728,2.8,256,15.36,Ball_no_boundary,300,1,0.0,355065.06,1.00
1,134217728,2.8,256,350.00,Line,350,1,0.0,320338.71,1.00
1,134217728,2.8,256,16.16,Ball_no_boundary,350,1,0.0,983350.94,1.00
1,134217728,2.8,256,400.00,Line,400,1,0.0,395974.17,1.00
1,134217728,2.8,256,16.90,Ball_no_boundary,400,1,0.0,1530176.60,1.00
1,134217728,2.8,256,450.00,Line,450,1,0.0,446174.90,1.00
1,134217728,2.8,256,17.57,Ball_no_boundary,450,1,0.0,33720.23,1.00
1,134217728,2.8,256,500.00,Line,500,1,0.0,113897.23,1.00
1,134217728,2.8,256,18.20,Ball_no_boundary,500,1,0.0,384569.44,1.00
1,134217728,3.0,256,10.00,Line,10,1,0.0,24076736.66,1.00
1,134217728,3.0,256,5.24,Ball_no_boundary,10,1,0.0,21251752.25,1.00
1,134217728,3.0,256,25.00,Line,25,1,0.0,17541655.78,1.00
1,134217728,3.0,256,6.87,Ball_no_boundary,25,1,0.0,11932983.08,1.00
1,134217728,3.0,256,50.00,Line,50,1,0.0,125184.59,1.00
1,134217728,3.0,256,8.55,Ball_no_boundary,50,1,0.0,7434424.27,1.00
1,134217728,3.0,256,100.00,Line,100,1,0.0,980684.96,1.00
1,134217728,3.0,256,10.70,Ball_no_boundary,100,1,0.0,24781137.93,1.00
1,134217728,3.0,256,200.00,Line,200,1,0.0,2380122.01,1.00
1,134217728,3.0,256,13.43,Ball_no_boundary,200,1,0.0,2560099.53,1.00
1,134217728,3.0,256,250.00,Line,250,1,0.0,549505.08,1.00
1,134217728,3.0,256,14.46,Ball_no_boundary,250,1,0.0,4479798.63,1.00
1,134217728,3.0,256,300.00,Line,300,1,0.0,1444800.85,1.00
1,134217728,3.0,256,15.36,Ball_no_boundary,300,1,0.0,282914.83,1.00
1,134217728,3.0,256,350.00,Line,350,1,0.0,315569.23,1.00
1,134217728,3.0,256,16.16,Ball_no_boundary,350,1,0.0,2173179.13,1.00
1,134217728,3.0,256,400.00,Line,400,1,0.0,283407.94,1.00
1,134217728,3.0,256,16.90,Ball_no_boundary,400,1,0.0,4025651.98,1.00
1,134217728,3.0,256,450.00,Line,450,1,0.0,322731.64,1.00
1,134217728,3.0,256,17.57,Ball_no_boundary,450,1,0.0,4348584.31,1.00
1,134217728,3.0,256,500.00,Line,500,1,0.0,61882.07,1.00
1,134217728,3.0,256,18.20,Ball_no_boundary,500,1,0.0,204930.29,1.00
1,134217728,1.0,256,10.00,Line,10,1,0.0,279171563.37,1.00
1,134217728,1.0,256,5.24,Ball_no_boundary,10,1,0.0,6995507.75,1.00
1,134217728,1.0,256,25.00,Line,25,1,0.0,89016769.76,1.00
1,134217728,1.0,256,6.87,Ball_no_boundary,25,1,0.0,109281441.63,1.00
1,134217728,1.0,256,50.00,Line,50,1,0.0,5082661.40,1.00
1,134217728,1.0,256,8.55,Ball_no_boundary,50,1,0.0,1071463.42,1.00
1,134217728,1.0,256,100.00,Line,100,1,0.0,40502126.93,1.00
1,134217728,1.0,256,10.70,Ball_no_boundary,100,1,0.0,4486423.35,1.00
1,134217728,1.0,256,200.00,Line,200,1,0.0,6268638.51,1.00
1,134217728,1.0,256,13.43,Ball_no_boundary,200,1,0.0,15217914.06,1.00
1,134217728,1.0,256,250.00,Line,250,1,0.0,4855448.99,1.00
1,134217728,1.0,256,14.46,Ball_no_boundary,250,1,0.0,14243950.77,1.00
1,134217728,1.0,256,300.00,Line,300,1,0.0,30077331.66,1.00
1,134217728,1.0,256,15.36,Ball_no_boundary,300,1,0.0,1108970.03,1.00
1,134217728,1.0,256,350.00,Line,350,1,0.0,3078929.34,1.00
1,134217728,1.0,256,16.16,Ball_no_boundary,350,1,0.0,11190146.33,1.00
1,134217728,1.0,256,400.00,Line,400,1,0.0,1404995.97,1.00
1,134217728,1.0,256,16.90,Ball_no_boundary,400,1,0.0,2716780.04,1.00
1,134217728,1.0,256,450.00,Line,450,1,0.0,2179392.44,1.00
1,134217728,1.0,256,17.57,Ball_no_boundary,450,1,0.0,2753160.89,1.00
1,134217728,1.0,256,500.00,Line,500,1,0.0,1640035.74,1.00
1,134217728,1.0,256,18.20,Ball_no_boundary,500,1,0.0,6371586.29,1.00
1,134217728,1.2,256,10.00,Line,10,1,0.0,20661330.59,1.00
1,134217728,1.2,256,5.24,Ball_no_boundary,10,1,0.0,60441076.08,1.00
1,134217728,1.2,256,25.00,Line,25,1,0.0,3995708.43,1.00
1,134217728,1.2,256,6.87,Ball_no_boundary,25,1,0.0,16826059.63,1.00
1,134217728,1.2,256,50.00,Line,50,1,0.0,3648019.43,1.00
1,134217728,1.2,256,8.55,Ball_no_boundary,50,1,0.0,10646267.89,1.00
1,134217728,1.2,256,100.00,Line,100,1,0.0,2357253.00,1.00
1,134217728,1.2,256,10.70,Ball_no_boundary,100,1,0.0,555371.39,1.00
1,134217728,1.2,256,200.00,Line,200,1,0.0,12452621.21,1.00
1,134217728,1.2,256,13.43,Ball_no_boundary,200,1,0.0,3076042.01,1.00
1,134217728,1.2,256,250.00,Line,250,1,0.0,6186994.59,1.00
1,134217728,1.2,256,14.46,Ball_no_boundary,250,1,0.0,8311339.62,1.00
1,134217728,1.2,256,300.00,Line,300,1,0.0,1176178.93,1.00
1,134217728,1.2,256,15.36,Ball_no_boundary,300,1,0.0,4709402.03,1.00
1,134217728,1.2,256,350.00,Line,350,1,0.0,4852544.87,1.00
1,134217728,1.2,256,16.16,Ball_no_boundary,350,1,0.0,1653232.29,1.00
1,134217728,1.2,256,400.00,Line,400,1,0.0,7298731.44,1.00
1,134217728,1.2,256,16.90,Ball_no_boundary,400,1,0.0,3569349.53,1.00
1,134217728,1.2,256,450.00,Line,450,1,0.0,5180455.78,1.00
1,134217728,1.2,256,17.57,Ball_no_boundary,450,1,0.0,344846.51,1.00
1,134217728,1.2,256,500.00,Line,500,1,0.0,2731772.05,1.00
1,134217728,1.2,256,18.20,Ball_no_boundary,500,1,0.0,704806.03,1.00
1,134217728,1.4,256,10.00,Line,10,1,0.0,23258955.95,1.00
1,134217728,1.4,256,5.24,Ball_no_boundary,10,1,0.0,89540411.13,1.00
1,134217728,1.4,256,25.00,Line,25,1,0.0,1644947.04,1.00
1,134217728,1.4,256,6.87,Ball_no_boundary,25,1,0.0,2231909.30,1.00
1,134217728,1.4,256,50.00,Line,50,1,0.0,2938693.38,1.00
1,134217728,1.4,256,8.55,Ball_no_boundary,50,1,0.0,8151497.60,1.00
1,134217728,1.4,256,100.00,Line,100,1,0.0,39564589.11,1.00
1,134217728,1.4,256,10.70,Ball_no_boundary,100,1,0.0,15054036.46,1.00
1,134217728,1.4,256,200.00,Line,200,1,0.0,4031072.08,1.00
1,134217728,1.4,256,13.43,Ball_no_boundary,200,1,0.0,9091402.14,1.00
1,134217728,1.4,256,250.00,Line,250,1,0.0,1336693.55,1.00
1,134217728,1.4,256,14.46,Ball_no_boundary,250,1,0.0,1003696.13,1.00
1,134217728,1.4,256,300.00,Line,300,1,0.0,6710802.00,1.00
1,134217728,1.4,256,15.36,Ball_no_boundary,300,1,0.0,7392978.81,1.00
1,134217728,1.4,256,350.00,Line,350,1,0.0,1818875.04,1.00
1,134217728,1.4,256,16.16,Ball_no_boundary,350,1,0.0,3072596.19,1.00
1,134217728,1.4,256,400.00,Line,400,1,0.0,729426.33,1.00
1,134217728,1.4,256,16.90,Ball_no_boundary,400,1,0.0,4636092.33,1.00
1,134217728,1.4,256,450.00,Line,450,1,0.0,792926.65,1.00
1,134217728,1.4,256,17.57,Ball_no_boundary,450,1,0.0,110620.56,1.00
1,134217728,1.4,256,500.00,Line,500,1,0.0,1020993.24,1.00
1,134217728,1.4,256,18.20,Ball_no_boundary,500,1,0.0,252012.83,1.00
1,134217728,1.6,256,10.00,Line,10,1,0.0,36969524.50,1.00
1,134217728,1.6,256,5.24,Ball_no_boundary,10,1,0.0,2970837.57,1.00
1,134217728,1.6,256,25.00,Line,25,1,0.0,10343811.66,1.00
1,134217728,1.6,256,6.87,Ball_no_boundary,25,1,0.0,31047518.18,1.00
1,134217728,1.6,256,50.00,Line,50,1,0.0,9091632.62,1.00
1,134217728,1.6,256,8.55,Ball_no_boundary,50,1,0.0,412965.48,1.00
1,134217728,1.6,256,100.00,Line,100,1,0.0,1096603.27,1.00
1,134217728,1.6,256,10.70,Ball_no_boundary,100,1,0.0,111583.78,1.00
1,134217728,1.6,256,200.00,Line,200,1,0.0,1135460.54,1.00
1,134217728,1.6,256,13.43,Ball_no_boundary,200,1,0.0,1530097.30,1.00
1,134217728,1.6,256,250.00,Line,250,1,0.0,2192876.56,1.00
1,134217728,1.6,256,14.46,Ball_no_boundary,250,1,0.0,3229955.08,1.00
1,134217728,1.6,256,300.00,Line,300,1,0.0,753890.85,1.00
1,134217728,1.6,256,15.36,Ball_no_boundary,300,1,0.0,4445923.61,1.00
1,134217728,1.6,256,350.00,Line,350,1,0.0,947316.59,1.00
1,134217728,1.6,256,16.16,Ball_no_boundary,350,1,0.0,2179633.85,1.00
1,134217728,1.6,256,400.00,Line,400,1,0.0,2310495.06,1.00
1,134217728,1.6,256,16.90,Ball_no_boundary,400,1,0.0,1183640.55,1.00
1,134217728,1.6,256,450.00,Line,450,1,0.0,2139635.40,1.00
1,134217728,1.6,256,17.57,Ball_no_boundary,450,1,0.0,130055.54,1.00
1,134217728,1.6,256,500.00,Line,500,1,0.0,1299577.22,1.00
1,134217728,1.6,256,18.20,Ball_no_boundary,500,1,0.0,2175888.85,1.00
1,134217728,1.8,256,10.00,Line,10,1,0.0,92688317.81,1.00
