n_walkers,n_volume,mu,lmax,D,TargetShape,DiskDiameter,n_targets,fixed_target_dist,detection_time,probability
1,134217728,1.0,256,50.00,Line,50,1,0.0,28751174.80,1.00
1,134217728,1.0,256,8.55,Ball_no_boundary,50,1,0.0,8205800.14,1.00
1,134217728,1.0,256,100.00,Line,100,1,0.0,12717686.76,1.00
1,134217728,1.0,256,10.70,Ball_no_boundary,100,1,0.0,6327469.13,1.00
1,134217728,1.0,256,200.00,Line,200,1,0.0,1268034.32,1.00
1,134217728,1.0,256,13.43,Ball_no_boundary,200,1,0.0,9249067.24,1.00
1,134217728,1.0,256,250.00,Line,250,1,0.0,12839839.50,1.00
1,134217728,1.0,256,14.46,Ball_no_boundary,250,1,0.0,5627607.83,1.00
1,134217728,1.0,256,300.00,Line,300,1,0.0,2047709.67,1.00
1,134217728,1.0,256,15.36,Ball_no_boundary,300,1,0.0,7944057.02,1.00
1,134217728,1.0,256,350.00,Line,350,1,0.0,8242567.93,1.00
1,134217728,1.0,256,16.16,Ball_no_boundary,350,1,0.0,361704.53,1.00
1,134217728,1.0,256,400.00,Line,400,1,0.0,440529.93,1.00
1,134217728,1.0,256,16.90,Ball_no_boundary,400,1,0.0,7619898.78,1.00
1,134217728,1.0,256,450.00,Line,450,1,0.0,6515158.55,1.00
1,134217728,1.0,256,17.57,Ball_no_boundary,450,1,0.0,6876745.73,1.00
1,134217728,1.0,256,500.00,Line,500,1,0.0,1874105.32,1.00
1,134217728,1.0,256,18.20,Ball_no_boundary,500,1,0.0,4108149.95,1.00
1,134217728,1.2,256,10.00,Line,10,1,0.0,122291916.61,1.00
1,134217728,1.2,256,5.24,Ball_no_boundary,10,1,0.0,7869019.98,1.00
1,134217728,1.2,256,25.00,Line,25,1,0.0,63571596.32,1.00
1,134217728,1.2,256,6.87,Ball_no_boundary,25,1,0.0,7982552.27,1.00
1,134217728,1.2,256,50.00,Line,50,1,0.0,3841180.32,1.00
1,134217728,1.2,256,8.55,Ball_no_boundary,50,1,0.0,5516648.01,1.00
1,134217728,1.2,256,100.00,Line,100,1,0.0,169782.27,1.00
1,134217728,1.2,256,10.70,Ball_no_boundary,100,1,0.0,2671299.63,1.00
1,134217728,1.2,256,200.00,Line,200,1,0.0,5159381.54,1.00
1,134217728,1.2,256,13.43,Ball_no_boundary,200,1,0.0,4573342.98,1.00
1,134217728,1.2,256,250.00,Line,250,1,0.0,7698345.61,1.00
1,134217728,1.2,256,14.46,Ball_no_boundary,250,1,0.0,10243235.12,1.00
1,134217728,1.2,256,300.00,Line,300,1,0.0,11956389.32,1.00
1,134217728,1.2,256,15.36,Ball_no_boundary,300,1,0.0,529982.48,1.00
1,134217728,1.2,256,350.00,Line,350,1,0.0,212239.00,1.00
1,134217728,1.2,256,16.16,Ball_no_boundary,350,1,0.0,2521349.61,1.00
1,134217728,1.2,256,400.00,Line,400,1,0.0,6579383.38,1.00
1,134217728,1.2,256,16.90,Ball_no_boundary,400,1,0.0,1891548.29,1.00
1,134217728,1.2,256,450.00,Line,450,1,0.0,482102.46,1.00
1,134217728,1.2,256,17.57,Ball_no_boundary,450,1,0.0,3415195.52,1.00
1,134217728,1.2,256,500.00,Line,500,1,0.0,1546029.95,1.00
1,134217728,1.2,256,18.20,Ball_no_boundary,500,1,0.0,1273465.08,1.00
1,134217728,1.4,256,10.00,Line,10,1,0.0,42379725.71,1.00
1,134217728,1.4,256,5.24,Ball_no_boundary,10,1,0.0,47698122.89,1.00
1,134217728,1.4,256,25.00,Line,25,1,0.0,10278709.33,1.00
1,134217728,1.4,256,6.87,Ball_no_boundary,25,1,0.0,21058783.74,1.00
1,134217728,1.4,256,50.00,Line,50,1,0.0,1395351.58,1.00
1,134217728,1.4,256,8.55,Ball_no_boundary,50,1,0.0,30060464.77,1.00
1,134217728,1.4,256,100.00,Line,100,1,0.0,10938883.98,1.00
1,134217728,1.4,256,10.70,Ball_no_boundary,100,1,0.0,6739712.92,1.00
1,134217728,1.4,256,200.00,Line,200,1,0.0,2830250.22,1.00
1,134217728,1.4,256,13.43,Ball_no_boundary,200,1,0.0,5037196.78,1.00
1,134217728,1.4,256,250.00,Line,250,1,0.0,4824288.38,1.00
1,134217728,1.4,256,14.46,Ball_no_boundary,250,1,0.0,3941005.04,1.00
1,134217728,1.4,256,300.00,Line,300,1,0.0,5266263.95,1.00
1,134217728,1.4,256,15.36,Ball_no_boundary,300,1,0.0,6290902.26,1.00
1,134217728,1.4,256,350.00,Line,350,1,0.0,11384698.89,1.00
1,134217728,1.4,256,16.16,Ball_no_boundary,350,1,0.0,185053.52,1.00
1,134217728,1.4,256,400.00,Line,400,1,0.0,3750318.75,1.00
1,134217728,1.4,256,16.90,Ball_no_boundary,400,1,0.0,5037489.97,1.00
1,134217728,1.4,256,450.00,Line,450,1,0.0,1694025.15,1.00
1,134217728,1.4,256,17.57,Ball_no_boundary,450,1,0.0,343546.98,1.00
1,134217728,1.4,256,500.00,Line,500,1,0.0,5492497.27,1.00
1,134217728,1.4,256,18.20,Ball_no_boundary,500,1,0.0,2770226.20,1.00
1,134217728,1.6,256,10.00,Line,10,1,0.0,9222152.48,1.00
1,134217728,1.6,256,5.24,Ball_no_boundary,10,1,0.0,8168876.14,1.00
1,134217728,1.6,256,25.00,Line,25,1,0.0,36786769.22,1.00
1,134217728,1.6,256,6.87,Ball_no_boundary,25,1,0.0,563876.58,1.00
1,134217728,1.6,256,50.00,Line,50,1,0.0,28391416.66,1.00
1,134217728,1.6,256,8.55,Ball_no_boundary,50,1,0.0,8278249.57,1.00
1,134217728,1.6,256,100.00,Line,100,1,0.0,1483703.12,1.00
1,134217728,1.6,256,10.70,Ball_no_boundary,100,1,0.0,13416317.19,1.00
1,134217728,1.6,256,200.00,Line,200,1,0.0,5366403.09,1.00
1,134217728,1.6,256,13.43,Ball_no_boundary,200,1,0.0,6206852.54,1.00
1,134217728,1.6,256,250.00,Line,250,1,0.0,4588912.75,1.00
1,134217728,1.6,256,14.46,Ball_no_boundary,250,1,0.0,7077180.62,1.00
1,134217728,1.6,256,300.00,Line,300,1,0.0,844030.31,1.00
1,134217728,1.6,256,15.36,Ball_no_boundary,300,1,0.0,867627.53,1.00
1,134217728,1.6,256,350.00,Line,350,1,0.0,73720.48,1.00
1,134217728,1.6,256,16.16,Ball_no_boundary,350,1,0.0,397194.15,1.00
1,134217728,1.6,256,400.00,Line,400,1,0.0,1275540.08,1.00
1,134217728,1.6,256,16.90,Ball_no_boundary,400,1,0.0,179256.18,1.00
1,134217728,1.6,256,450.00,Line,450,1,0.0,2776919.49,1.00
1,134217728,1.6,256,17.57,Ball_no_boundary,450,1,0.0,374934.48,1.00
1,134217728,1.6,256,500.00,Line,500,1,0.0,2381591.12,1.00
1,134217728,1.6,256,18.20,Ball_no_boundary,500,1,0.0,1088791.76,1.00
1,134217728,1.8,256,10.00,Line,10,1,0.0,25319219.22,1.00
1,134217728,1.8,256,5.24,Ball_no_boundary,10,1,0.0,34674734.33,1.00
1,134217728,1.8,256,25.00,Line,25,1,0.0,1675684.48,1.00
1,134217728,1.8,256,6.87,Ball_no_boundary,25,1,0.0,12658437.13,1.00
1,134217728,1.8,256,50.00,Line,50,1,0.0,3272260.69,1.00
1,134217728,1.8,256,8.55,Ball_no_boundary,50,1,0.0,2374058.77,1.00
1,134217728,1.8,256,100.00,Line,100,1,0.0,2656201.48,1.00
1,134217728,1.8,256,10.70,Ball_no_boundary,100,1,0.0,1087358.56,1.00
1,134217728,1.8,256,200.00,Line,200,1,0.0,1479878.54,1.00
1,134217728,1.8,256,13.43,Ball_no_boundary,200,1,0.0,1824048.31,1.00
1,134217728,1.8,256,250.00,Line,250,1,0.0,318172.43,1.00
1,134217728,1.8,256,14.46,Ball_no_boundary,250,1,0.0,663089.58,1.00
1,134217728,1.8,256,300.00,Line,300,1,0.0,336895.65,1.00
1,134217728,1.8,256,15.36,Ball_no_boundary,300,1,0.0,3025652.01,1.00
1,134217728,1.8,256,350.00,Line,350,1,0.0,839280.67,1.00
1,134217728,1.8,256,16.16,Ball_no_boundary,350,1,0.0,5680193.91,1.00
1,134217728,1.8,256,400.00,Line,400,1,0.0,2510198.99,1.00
1,134217728,1.8,256,16.90,Ball_no_boundary,400,1,0.0,177283.26,1.00
1,134217728,1.8,256,450.00,Line,450,1,0.0,129071.18,1.00
1,134217728,1.8,256,17.57,Ball_no_boundary,450,1,0.0,781735.77,1.00
1,134217728,1.8,256,500.00,Line,500,1,0.0,2900131.72,1.00
1,134217728,1.8,256,18.20,Ball_no_boundary,500,1,0.0,726899.33,1.00
1,134217728,2.0,256,10.00,Line,10,1,0.0,11563954.19,1.00
1,134217728,2.0,256,5.24,Ball_no_boundary,10,1,0.0,31607751.95,1.00
1,134217728,2.0,256,25.00,Line,25,1,0.0,9212847.11,1.00
1,134217728,2.0,256,6.87,Ball_no_boundary,25,1,0.0,8284185.35,1.00
1,134217728,2.0,256,50.00,Line,50,1,0.0,6101863.32,1.00
1,134217728,2.0,256,8.55,Ball_no_boundary,50,1,0.0,2264174.89,1.00
1,134217728,2.0,256,100.00,Line,100,1,0.0,5155571.78,1.00
1,134217728,2.0,256,10.70,Ball_no_boundary,100,1,0.0,15696984.68,1.00
1,134217728,2.0,256,200.00,Line,200,1,0.0,671365.12,1.00
1,134217728,2.0,256,13.43,Ball_no_boundary,200,1,0.0,5286930.03,1.00
1,134217728,2.0,256,250.00,Line,250,1,0.0,2486291.09,1.00
1,134217728,2.0,256,14.46,Ball_no_boundary,250,1,0.0,3751289.94,1.00
1,134217728,2.0,256,300.00,Line,300,1,0.0,2979092.68,1.00
1,134217728,2.0,256,15.36,Ball_no_boundary,300,1,0.0,565772.34,1.00
1,134217728,2.0,256,350.00,Line,350,1,0.0,335783.27,1.00
1,134217728,2.0,256,16.16,Ball_no_boundary,350,1,0.0,2967322.33,1.00
1,134217728,2.0,256,400.00,Line,400,1,0.0,1406779.51,1.00
1,134217728,2.0,256,16.90,Ball_no_boundary,400,1,0.0,2296565.33,1.00
1,134217728,2.0,256,450.00,Line,450,1,0.0,672004.02,1.00
1,134217728,2.0,256,17.57,Ball_no_boundary,450,1,0.0,1284625.70,1.00
1,134217728,2.0,256,500.00,Line,500,1,0.0,109898.54,1.00
1,134217728,2.0,256,18.20,Ball_no_boundary,500,1,0.0,2606225.05,1.00
1,134217728,2.2,256,10.00,Line,10,1,0.0,23381674.83,1.00
1,134217728,2.2,256,5.24,Ball_no_boundary,10,1,0.0,26382419.35,1.00
1,134217728,2.2,256,25.00,Line,25,1,0.0,9833453.22,1.00
1,134217728,2.2,256,6.87,Ball_no_boundary,25,1,0.0,1595386.07,1.00
1,134217728,2.2,256,50.00,Line,50,1,0.0,446190.46,1.00
1,134217728,2.2,256,8.55,Ball_no_boundary,50,1,0.0,2864265.17,1.00
1,134217728,2.2,256,100.00,Line,100,1,0.0,4564148.19,1.00
1,134217728,2.2,256,10.70,Ball_no_boundary,100,1,0.0,1169181.54,1.00
1,134217728,2.2,256,200.00,Line,200,1,0.0,198072.17,1.00
1,134217728,2.2,256,13.43,Ball_no_boundary,200,1,0.0,2254513.94,1.00
1,134217728,2.2,256,250.00,Line,250,1,0.0,1298906.23,1.00
1,134217728,2.2,256,14.46,Ball_no_boundary,250,1,0.0,1175778.53,1.00
1,134217728,2.2,256,300.00,Line,300,1,0.0,1836803.53,1.00
1,134217728,2.2,256,15.36,Ball_no_boundary,300,1,0.0,1639046.42,1.00
1,134217728,2.2,256,350.00,Line,350,1,0.0,1047332.83,1.00
1,134217728,2.2,256,16.16,Ball_no_boundary,350,1,0.0,63417.68,1.00
1,134217728,2.2,256,400.00,Line,400,1,0.0,182526.99,1.00
1,134217728,2.2,256,16.90,Ball_no_boundary,400,1,0.0,4144464.34,1.00
1,134217728,2.2,256,450.00,Line,450,1,0.0,9529.90,1.00
1,134217728,2.2,256,17.57,Ball_no_boundary,450,1,0.0,643609.61,1.00
1,134217728,2.2,256,500.00,Line,500,1,0.0,1088202.64,1.00
1,134217728,2.2,256,18.20,Ball_no_boundary,500,1,0.0,3175907.41,1.00
1,134217728,2.4,256,10.00,Line,10,1,0.0,37848967.86,1.00
1,134217728,2.4,256,5.24,Ball_no_boundary,10,1,0.0,7841685.99,1.00
1,134217728,2.4,256,25.00,Line,25,1,0.0,4707610.95,1.00
1,134217728,2.4,256,6.87,Ball_no_boundary,25,1,0.0,14451783.28,1.00
1,134217728,2.4,256,50.00,Line,50,1,0.0,13612621.86,1.00
1,134217728,2.4,256,8.55,Ball_no_boundary,50,1,0.0,2646512.66,1.00
1,134217728,2.4,256,100.00,Line,100,1,0.0,13054057.49,1.00
1,134217728,2.4,256,10.70,Ball_no_boundary,100,1,0.0,81398.55,1.00
1,134217728,2.4,256,200.00,Line,200,1,0.0,440677.64,1.00
1,134217728,2.4,256,13.43,Ball_no_boundary,200,1,0.0,5434125.97,1.00
1,134217728,2.4,256,250.00,Line,250,1,0.0,379199.51,1.00
1,134217728,2.4,256,14.46,Ball_no_boundary,250,1,0.0,4329305.56,1.00
1,134217728,2.4,256,300.00,Line,300,1,0.0,376178.14,1.00
1,134217728,2.4,256,15.36,Ball_no_boundary,300,1,0.0,177837.51,1.00
1,134217728,2.4,256,350.00,Line,350,1,0.0,1514941.93,1.00
1,134217728,2.4,256,16.16,Ball_no_boundary,350,1,0.0,211730.50,1.00
1,134217728,2.4,256,400.00,Line,400,1,0.0,185118.46,1.00
1,134217728,2.4,256,16.90,Ball_no_boundary,400,1,0.0,6804238.49,1.00
1,134217728,2.4,256,450.00,Line,450,1,0.0,898006.87,1.00
1,134217728,2.4,256,17.57,Ball_no_boundary,450,1,0.0,1079520.41,1.00
1,134217728,2.4,256,500.00,Line,500,1,0.0,640869.06,1.00
1,134217728,2.4,256,18.20,Ball_no_boundary,500,1,0.0,1446834.70,1.00
1,134217728,2.6,256,10.00,Line,10,1,0.0,5738929.86,1.00
1,134217728,2.6,256,5.24,Ball_no_boundary,10,1,0.0,9591129.83,1.00
1,134217728,2.6,256,25.00,Line,25,1,0.0,3653791.42,1.00
1,134217728,2.6,256,6.87,Ball_no_boundary,25,1,0.0,18919931.43,1.00
1,134217728,2.6,256,50.00,Line,50,1,0.0,892867.97,1.00
1,134217728,2.6,256,8.55,Ball_no_boundary,50,1,0.0,475385.91,1.00
1,134217728,2.6,256,100.00,Line,100,1,0.0,444315.08,1.00
1,134217728,2.6,256,10.70,Ball_no_boundary,100,1,0.0,1449251.58,1.00
1,134217728,2.6,256,200.00,Line,200,1,0.0,647120.05,1.00
1,134217728,2.6,256,13.43,Ball_no_boundary,200,1,0.0,236035.15,1.00
1,134217728,2.6,256,250.00,Line,250,1,0.0,1179914.09,1.00
1,134217728,2.6,256,14.46,Ball_no_boundary,250,1,0.0,1435231.00,1.00
1,134217728,2.6,256,300.00,Line,300,1,0.0,3052381.28,1.00
1,134217728,2.6,256,15.36,Ball_no_boundary,300,1,0.0,515155.67,1.00
1,134217728,2.6,256,350.00,Line,350,1,0.0,898369.80,1.00
1,134217728,2.6,256,16.16,Ball_no_boundary,350,1,0.0,257565.82,1.00
1,134217728,2.6,256,400.00,Line,400,1,0.0,1405163.85,1.00
1,134217728,2.6,256,16.90,Ball_no_boundary,400,1,0.0,1973290.62,1.00
1,134217728,2.6,256,450.00,Line,450,1,0.0,595001.65,1.00
1,134217728,2.6,256,17.57,Ball_no_boundary,450,1,0.0,1350878.13,1.00
1,134217728,2.6,256,500.00,Line,500,1,0.0,594044.38,1.00
1,134217728,2.6,256,18.20,Ball_no_boundary,500,1,0.0,608436.61,1.00
1,134217728,2.8,256,10.00,Line,10,1,0.0,10624667.34,1.00
1,134217728,2.8,256,5.24,Ball_no_boundary,10,1,0.0,4855642.38,1.00
1,134217728,2.8,256,25.00,Line,25,1,0.0,18133008.30,1.00
1,134217728,2.8,256,6.87,Ball_no_boundary,25,1,0.0,6258688.36,1.00
1,134217728,2.8,256,50.00,Line,50,1,0.0,6627223.37,1.00
1,134217728,2.8,256,8.55,Ball_no_boundary,50,1,0.0,1867703.20,1.00
1,134217728,2.8,256,100.00,Line,100,1,0.0,153139.59,1.00
1,134217728,2.8,256,10.70,Ball_no_boundary,100,1,0.0,3104392.17,1.00
1,134217728,2.8,256,200.00,Line,200,1,0.0,184405.49,1.00
1,134217728,2.8,256,13.43,Ball_no_boundary,200,1,0.0,3057277.65,1.00
1,134217728,2.8,256,250.00,Line,250,1,0.0,540841.70,1.00
1,134217728,2.8,256,14.46,Ball_no_boundary,250,1,0.0,1310089.12,1.00
1,134217728,2.8,256,300.00,Line,300,1,0.0,150193.07,1.00
1,134217728,2.8,256,15.36,Ball_no_boundary,300,1,0.0,93254.91,1.00
1,134217728,2.8,256,350.00,Line,350,1,0.0,459515.64,1.00
1,134217728,2.8,256,16.16,Ball_no_boundary,350,1,0.0,706860.55,1.00
1,134217728,2.8,256,400.00,Line,400,1,0.0,1225656.03,1.00
1,134217728,2.8,256,16.90,Ball_no_boundary,400,1,0.0,2275292.45,1.00
1,134217728,2.8,256,450.00,Line,450,1,0.0,16505.95,1.00
1,134217728,2.8,256,17.57,Ball_no_boundary,450,1,0.0,2577687.20,1.00
1,134217728,2.8,256,500.00,Line,500,1,0.0,1661158.50,1.00
1,134217728,2.8,256,18.20,Ball_no_boundary,500,1,0.0,9403871.97,1.00
1,134217728,3.0,256,10.00,Line,10,1,0.0,3566826.66,1.00
1,134217728,3.0,256,5.24,Ball_no_boundary,10,1,0.0,261170.95,1.00
1,134217728,3.0,256,25.00,Line,25,1,0.0,2751263.04,1.00
1,134217728,3.0,256,6.87,Ball_no_boundary,25,1,0.0,4894776.34,1.00
1,134217728,3.0,256,50.00,Line,50,1,0.0,4257371.12,1.00
1,134217728,3.0,256,8.55,Ball_no_boundary,50,1,0.0,9514880.86,1.00
1,134217728,3.0,256,100.00,Line,100,1,0.0,1137637.59,1.00
1,134217728,3.0,256,10.70,Ball_no_boundary,100,1,0.0,6582919.48,1.00
1,134217728,3.0,256,200.00,Line,200,1,0.0,2889563.37,1.00
1,134217728,3.0,256,13.43,Ball_no_boundary,200,1,0.0,1835307.28,1.00
1,134217728,3.0,256,250.00,Line,250,1,0.0,133859.89,1.00
1,134217728,3.0,256,14.46,Ball_no_boundary,250,1,0.0,5471822.92,1.00
1,134217728,3.0,256,300.00,Line,300,1,0.0,182321.52,1.00
1,134217728,3.0,256,15.36,Ball_no_boundary,300,1,0.0,1142968.00,1.00
1,134217728,3.0,256,350.00,Line,350,1,0.0,103714.56,1.00
1,134217728,3.0,256,16.16,Ball_no_boundary,350,1,0.0,10052611.62,1.00
1,134217728,3.0,256,400.00,Line,400,1,0.0,95337.18,1.00
1,134217728,3.0,256,16.90,Ball_no_boundary,400,1,0.0,899655.02,1.00
1,134217728,3.0,256,450.00,Line,450,1,0.0,116313.28,1.00
1,134217728,3.0,256,17.57,Ball_no_boundary,450,1,0.0,2231803.35,1.00
1,134217728,3.0,256,500.00,Line,500,1,0.0,644279.58,1.00
1,134217728,3.0,256,18.20,Ball_no_boundary,500,1,0.0,1148255.97,1.00
1,134217728,1.0,256,10.00,Line,10,1,0.0,60337355.07,1.00
1,134217728,1.0,256,5.24,Ball_no_boundary,10,1,0.0,181825009.98,1.00
1,134217728,1.0,256,25.00,Line,25,1,0.0,3641377.01,1.00
1,134217728,1.0,256,6.87,Ball_no_boundary,25,1,0.0,50909300.89,1.00
1,134217728,1.0,256,50.00,Line,50,1,0.0,26505281.19,1.00
1,134217728,1.0,256,8.55,Ball_no_boundary,50,1,0.0,24205404.96,1.00
1,134217728,1.0,256,100.00,Line,100,1,0.0,1792026.94,1.00
1,134217728,1.0,256,10.70,Ball_no_boundary,100,1,0.0,8142666.41,1.00
1,134217728,1.0,256,200.00,Line,200,1,0.0,8179360.18,1.00
1,134217728,1.0,256,13.43,Ball_no_boundary,200,1,0.0,516890.03,1.00
1,134217728,1.0,256,250.00,Line,250,1,0.0,5056280.79,1.00
1,134217728,1.0,256,14.46,Ball_no_boundary,250,1,0.0,1554883.66,1.00
1,134217728,1.0,256,300.00,Line,300,1,0.0,6628786.08,1.00
1,134217728,1.0,256,15.36,Ball_no_boundary,300,1,0.0,3107524.54,1.00
1,134217728,1.0,256,350.00,Line,350,1,0.0,1031426.84,1.00
1,134217728,1.0,256,16.16,Ball_no_boundary,350,1,0.0,6452223.00,1.00
1,134217728,1.0,256,400.00,Line,400,1,0.0,2570974.99,1.00
1,134217728,1.0,256,16.90,Ball_no_boundary,400,1,0.0,512298.93,1.00
1,134217728,1.0,256,450.00,Line,450,1,0.0,4536321.62,1.00
1,134217728,1.0,256,17.57,Ball_no_boundary,450,1,0.0,97946.29,1.00
1,134217728,1.0,256,500.00,Line,500,1,0.0,733638.25,1.00
1,134217728,1.0,256,18.20,Ball_no_boundary,500,1,0.0,4175656.60,1.00
1,134217728,1.2,256,10.00,Line,10,1,0.0,17858151.32,1.00
1,134217728,1.2,256,5.24,Ball_no_boundary,10,1,0.0,45846963.74,1.00
1,134217728,1.2,256,25.00,Line,25,1,0.0,14371275.15,1.00
1,134217728,1.2,256,6.87,Ball_no_boundary,25,1,0.0,16118423.48,1.00
1,134217728,1.2,256,50.00,Line,50,1,0.0,12787367.47,1.00
1,134217728,1.2,256,8.55,Ball_no_boundary,50,1,0.0,40947014.98,1.00
1,134217728,1.2,256,100.00,Line,100,1,0.0,38691107.49,1.00
1,134217728,1.2,256,10.70,Ball_no_boundary,100,1,0.0,4249111.46,1.00
1,134217728,1.2,256,200.00,Line,200,1,0.0,4542428.38,1.00
1,134217728,1.2,256,13.43,Ball_no_boundary,200,1,0.0,5648632.79,1.00
1,134217728,1.2,256,250.00,Line,250,1,0.0,6054358.45,1.00
1,134217728,1.2,256,14.46,Ball_no_boundary,250,1,0.0,4046683.37,1.00
1,134217728,1.2,256,300.00,Line,300,1,0.0,1115587.43,1.00
1,134217728,1.2,256,15.36,Ball_no_boundary,300,1,0.0,2308306.54,1.00
1,134217728,1.2,256,350.00,Line,350,1,0.0,821904.06,1.00
1,134217728,1.2,256,16.16,Ball_no_boundary,350,1,0.0,3193234.14,1.00
1,134217728,1.2,256,400.00,Line,400,1,0.0,789047.01,1.00
1,134217728,1.2,256,16.90,Ball_no_boundary,400,1,0.0,2846243.89,1.00
1,134217728,1.2,256,450.00,Line,450,1,0.0,6494676.43,1.00
1,134217728,1.2,256,17.57,Ball_no_boundary,450,1,0.0,3801915.18,1.00
1,134217728,1.2,256,500.00,Line,500,1,0.0,1453525.17,1.00
1,134217728,1.2,256,18.20,Ball_no_boundary,500,1,0.0,1706846.41,1.00
1,134217728,1.4,256,10.00,Line,10,1,0.0,16946480.65,1.00
1,134217728,1.4,256,5.24,Ball_no_boundary,10,1,0.0,13221410.19,1.00
1,134217728,1.4,256,25.00,Line,25,1,0.0,43126219.56,1.00
1,134217728,1.4,256,6.87,Ball_no_boundary,25,1,0.0,2050408.01,1.00
1,134217728,1.4,256,50.00,Line,50,1,0.0,10559240.26,1.00
1,134217728,1.4,256,8.55,Ball_no_boundary,50,1,0.0,1064809.39,1.00
1,134217728,1.4,256,100.00,Line,100,1,0.0,31317218.45,1.00
1,134217728,1.4,256,10.70,Ball_no_boundary,100,1,0.0,7550819.44,1.00
1,134217728,1.4,256,200.00,Line,200,1,0.0,6513275.79,1.00
1,134217728,1.4,256,13.43,Ball_no_boundary,200,1,0.0,1000576.64,1.00
1,134217728,1.4,256,250.00,Line,250,1,0.0,1002872.90,1.00
1,134217728,1.4,256,14.46,Ball_no_boundary,250,1,0.0,8054616.56,1.00
1,134217728,1.4,256,300.00,Line,300,1,0.0,3768980.74,1.00
1,134217728,1.4,256,15.36,Ball_no_boundary,300,1,0.0,4275375.61,1.00
1,134217728,1.4,256,350.00,Line,350,1,0.0,9927396.18,1.00
1,134217728,1.4,256,16.16,Ball_no_boundary,350,1,0.0,311082.63,1.00
1,134217728,1.4,256,400.00,Line,400,1,0.0,430889.19,1.00
1,134217728,1.4,256,16.90,Ball_no_boundary,400,1,0.0,940994.31,1.00
1,134217728,1.4,256,450.00,Line,450,1,0.0,4967741.36,1.00
1,134217728,1.4,256,17.57,Ball_no_boundary,450,1,0.0,1172327.86,1.00
1,134217728,1.4,256,500.00,Line,500,1,0.0,6088172.89,1.00
1,134217728,1.4,256,18.20,Ball_no_boundary,500,1,0.0,2882658.18,1.00
1,134217728,1.6,256,10.00,Line,10,1,0.0,43158792.35,1.00
1,134217728,1.6,256,5.24,Ball_no_boundary,10,1,0.0,59162904.82,1.00
1,134217728,1.6,256,25.00,Line,25,1,0.0,75709269.86,1.00
1,134217728,1.6,256,6.87,Ball_no_boundary,25,1,0.0,8249604.05,1.00
1,134217728,1.6,256,50.00,Line,50,1,0.0,20792352.97,1.00
1,134217728,1.6,256,8.55,Ball_no_boundary,50,1,0.0,21903301.09,1.00
1,134217728,1.6,256,100.00,Line,100,1,0.0,13849007.61,1.00
1,134217728,1.6,256,10.70,Ball_no_boundary,100,1,0.0,3104963.32,1.00
1,134217728,1.6,256,200.00,Line,200,1,0.0,3428083.91,1.00
1,134217728,1.6,256,13.43,Ball_no_boundary,200,1,0.0,1543208.37,1.00
1,134217728,1.6,256,250.00,Line,250,1,0.0,2053745.68,1.00
1,134217728,1.6,256,14.46,Ball_no_boundary,250,1,0.0,2294132.87,1.00
1,134217728,1.6,256,300.00,Line,300,1,0.0,360185.45,1.00
1,134217728,1.6,256,15.36,Ball_no_boundary,300,1,0.0,363267.76,1.00
1,134217728,1.6,256,350.00,Line,350,1,0.0,1945207.45,1.00
1,134217728,1.6,256,16.16,Ball_no_boundary,350,1,0.0,1280273.43,1.00
1,134217728,1.6,256,400.00,Line,400,1,0.0,660571.79,1.00
1,134217728,1.6,256,16.90,Ball_no_boundary,400,1,0.0,9843782.91,1.00
1,134217728,1.6,256,450.00,Line,450,1,0.0,6901382.72,1.00
1,134217728,1.6,256,17.57,Ball_no_boundary,450,1,0.0,1491064.98,1.00
1,134217728,1.6,256,500.00,Line,500,1,0.0,1224685.11,1.00
1,134217728,1.6,256,18.20,Ball_no_boundary,500,1,0.0,4856487.18,1.00
1,134217728,1.8,256,10.00,Line,10,1,0.0,10511624.26,1.00
1,134217728,1.8,256,5.24,Ball_no_boundary,10,1,0.0,17782060.63,1.00
1,134217728,1.8,256,25.00,Line,25,1,0.0,22556875.29,1.00
1,134217728,1.8,256,6.87,Ball_no_boundary,25,1,0.0,512571.70,1.00
1,134217728,1.8,256,50.00,Line,50,1,0.0,568854.13,1.00
1,134217728,1.8,256,8.55,Ball_no_boundary,50,1,0.0,6326411.56,1.00
1,134217728,1.8,256,100.00,Line,100,1,0.0,6495717.67,1.00
1,134217728,1.8,256,10.70,Ball_no_boundary,100,1,0.0,639687.60,1.00
1,134217728,1.8,256,200.00,Line,200,1,0.0,2558469.45,1.00
1,134217728,1.8,256,13.43,Ball_no_boundary,200,1,0.0,1649343.89,1.00
1,134217728,1.8,256,250.00,Line,250,1,0.0,134039.66,1.00
1,134217728,1.8,256,14.46,Ball_no_boundary,250,1,0.0,900785.36,1.00
1,134217728,1.8,256,300.00,Line,300,1,0.0,576275.27,1.00
1,134217728,1.8,256,15.36,Ball_no_boundary,300,1,0.0,1325315.29,1.00
1,134217728,1.8,256,350.00,Line,350,1,0.0,339210.29,1.00
1,134217728,1.8,256,16.16,Ball_no_boundary,350,1,0.0,3087269.26,1.00
1,134217728,1.8,256,400.00,Line,400,1,0.0,189474.18,1.00
1,134217728,1.8,256,16.90,Ball_no_boundary,400,1,0.0,628979.01,1.00
1,134217728,1.8,256,450.00,Line,450,1,0.0,1210836.39,1.00
1,134217728,1.8,256,17.57,Ball_no_boundary,450,1,0.0,2495915.05,1.00
